Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
49221,A Grief Observed,C.S. Lewis,"Lewis, C.S.",Madeleine L'Engle,"=""0060652381""","=""9780060652388""",5.0,HarperOne,Paperback,76,2001,1961,,2013/08/17,,,read,,,,1,0
159964,The Dhammapada,Anonymous,"Anonymous, Anonymous","Thich Nhat Hanh, Ananda Maitreya, Viggo Fausbll","=""0938077872""","=""9780938077879""",0,Parallax Press,Paperback,114,2001,-400,,2013/08/17,to-read,to-read (#95),to-read,,,,0,0
38210,The Art of Happiness,Dalai Lama XIV,"XIV, Dalai Lama",Howard C. Cutler,"=""1573221112""","=""9781573221115""",5.0,Riverhead Hardcover,Hardcover,322,1998,1998,,2013/08/17,,,read,,,,1,0
56495,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,"Warren, Rick",,"=""0310276993""","=""9780310276999""",3.0,Zondervan Publishing Company,Paperback,336,2007,2002,,2013/08/17,,,read,,,,1,0
173673,A Course in Miracles: Combined Volume,Helen Schucman,"Schucman, Helen",Foundation for Inner Peace,"=""0670869759""","=""9780670869756""",0,Viking Pr,Hardcover,1312,1997,1976,,2013/08/17,to-read,to-read (#94),to-read,,,,0,0
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,"Ruiz, Miguel",Janet Mills,"=""1878424505""","=""9781878424501""",4.0,Amber-Allen Publishing,Hardcover,152,2001,1997,,2013/08/17,,,read,,,,1,0
7677,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",Daniel Yagolkolwski,"=""030734813X""","=""9780307348135""",4.0,Debolsillo,Mass Market Paperback,467,2006,1990,,2013/08/17,,,read,,,,1,0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",4.0,Bantam Books,Hardcover,224,2004,1950,,2013/08/17,,,read,,,,1,0
29580,"Second Foundation (Foundation, #3)",Isaac Asimov,"Asimov, Isaac",,"=""0553803735""","=""9780553803730""",5.0,Bantam Spectra,Hardcover,256,2004,1953,,2013/08/17,,,read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",5.0,Tor,Mass Market Paperback,324,2004,1985,,2013/08/17,,,read,,,,1,0
7963278,How I Killed Pluto and Why It Had It Coming,Mike    Brown,"Brown, Mike",,"=""0385531087""","=""9780385531085""",0,Spiegel & Grau,Hardcover,267,2010,2010,,2013/08/17,to-read,to-read (#93),to-read,,,,0,0
98685,Genius: The Life and Science of Richard Feynman,James Gleick,"Gleick, James",,"=""0679747044""","=""9780679747048""",0,Vintage,Paperback,531,1993,,,2013/08/17,to-read,to-read (#92),to-read,,,,0,0
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,"Capra, Fritjof",,"=""1570625190""","=""9781570625190""",5.0,"Shambhala Publications, Inc.",Paperback,366,2000,1975,,2013/08/17,,,read,,,,1,0
248764,Climbing Mount Improbable,Richard Dawkins,"Dawkins, Richard",,"=""0141026170""","=""9780141026176""",0,Penguin,Paperback,308,2006,1996,,2013/08/17,to-read,to-read (#91),to-read,,,,0,0
31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,"Ramachandran, V.S.","Sandra Blakeslee, Oliver Sacks","=""0688172172""","=""9780688172176""",0,William Morrow Paperbacks,Paperback,352,1999,1998,,2013/08/17,to-read,to-read (#90),to-read,,,,0,0
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,"Diamond, Jared",,"=""0143036556""","=""9780143036555""",0,Penguin Books Ltd. (London),Paperback,608,2005,2004,,2013/08/17,to-read,to-read (#89),to-read,,,,0,0
32276,The Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,"Sagan, Carl",,"=""0345346297""","=""9780345346292""",0,Ballantine Books,Paperback,271,1986,1977,,2013/08/17,to-read,to-read (#88),to-read,,,,0,0
11337189,A Universe from Nothing: Why There Is Something Rather Than Nothing,Lawrence M. Krauss,"Krauss, Lawrence M.",Richard Dawkins,"=""145162445X""","=""9781451624458""",0,Atria Books,Hardcover,204,2012,2012,,2013/08/17,to-read,to-read (#87),to-read,,,,0,0
13547494,"Because I Said So! : The Truth Behind the Myths, Tales, and Warnings Every Generation Passes Down to Its Kids",Ken Jennings,"Jennings, Ken",,"=""1451656254""","=""9781451656251""",0,Scribner,Hardcover,237,2012,2012,,2013/08/17,to-read,to-read (#86),to-read,,,,0,0
4005310,Why Evolution Is True,Jerry A. Coyne,"Coyne, Jerry A.",,"=""0670020532""","=""9780670020539""",0,Viking,Hardcover,282,2009,2008,,2013/08/17,to-read,to-read (#85),to-read,,,,0,0
11256979,The Magic of Reality: How We Know What's Really True,Richard Dawkins,"Dawkins, Richard",Dave McKean,"=""1439192812""","=""9781439192818""",0,Free Press,Hardcover,271,2011,2011,,2013/08/17,to-read,to-read (#84),to-read,,,,0,0
8167094,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,Brian Greene,"Greene, Brian",,"=""0307265633""","=""9780307265630""",0,Knopf,Hardcover,384,2011,2011,,2013/08/17,to-read,to-read (#83),to-read,,,,0,0
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",0,Walker Books,Hardcover,184,2005,1995,,2013/08/17,to-read,to-read (#82),to-read,,,,0,0
4591,Genome: The Autobiography of a Species in 23 Chapters,Matt Ridley,"Ridley, Matt",,"=""0060894083""","=""9780060894085""",4.0,Harper Perennial,Paperback,344,2006,1999,,2013/08/17,,,read,,,,1,0
248787,The World Without Us,Alan Weisman,"Weisman, Alan",,"=""""","=""""",0,Thomas Dunne Books,Hardcover,324,2007,2007,,2013/08/17,to-read,to-read (#81),to-read,,,,0,0
61663,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,"Sagan, Carl",,"=""0345376595""","=""9780345376596""",0,Ballantine Books,Paperback,384,1997,1994,,2013/08/17,to-read,to-read (#80),to-read,,,,0,0
12987640,Imagine: How Creativity Works,Jonah Lehrer,"Lehrer, Jonah",,"=""0547386079""","=""9780547386072""",0,Houghton Mifflin Harcourt,Hardcover,279,2012,2012,,2013/08/17,to-read,to-read (#79),to-read,,,,0,0
22543,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""0393062244""","=""9780393062243""",0,W. W. Norton & Company,Hardcover,384,2007,2006,,2013/08/17,to-read,to-read (#78),to-read,,,,0,0
10954979,The Swerve: How the World Became Modern,Stephen Greenblatt,"Greenblatt, Stephen",,"=""0393064476""","=""9780393064476""",0,W. W. Norton & Company,Hardcover,356,2011,2011,,2013/08/17,to-read,to-read (#75),to-read,,,,0,0
3272165,Bad Science,Ben Goldacre,"Goldacre, Ben",,"=""0007240198""","=""9780007240197""",0,HarperCollins Publishers,Paperback,338,2008,2008,,2013/08/17,to-read,to-read (#77),to-read,,,,0,0
13547504,"Far from the Tree: Parents, Children, and the Search for Identity",Andrew Solomon,"Solomon, Andrew",,"=""""","=""""",0,Scribner,Hardcover,962,2012,2012,,2013/08/17,to-read,to-read (#76),to-read,,,,0,0
17977,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,"Dawkins, Richard",,"=""061861916X""","=""9780618619160""",0,Mariner Books,Paperback,673,2005,2004,,2013/08/17,to-read,to-read (#74),to-read,,,,0,0
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Albert R. Hibbs, Ralph Leighton, Edward Hutchings","=""0393316041""","=""9780393316049""",0,W. W. Norton & Company,Paperback,397,1997,1985,,2013/08/17,to-read,to-read (#73),to-read,,,,0,0
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345409469""","=""9780345409461""",0,Ballantine Books,Paperback,459,1997,1995,,2013/08/17,to-read,to-read (#72),to-read,,,,0,0
15801668,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,Denise Kiernan,"Kiernan, Denise",,"=""1451617526""","=""9781451617528""",0,Touchstone/Simon & Schuster,Hardcover,373,2013,2013,,2013/08/17,to-read,to-read (#71),to-read,,,,0,0
6117055,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,"Dawkins, Richard",,"=""059306173X""","=""9780593061732""",0,Bantam Press,Hardcover,470,2009,2009,,2013/08/17,to-read,to-read (#70),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",4.0,Oxford University Press,Paperback,360,2006,1976,,2013/08/17,,,read,,,,1,0
39926,The Beauty Myth: How Images of Beauty Are Used Against Women,Naomi Wolf,"Wolf, Naomi",,"=""0060512180""","=""9780060512187""",0,Harper Perennial,Paperback,368,2002,1990,,2013/08/17,to-read,to-read (#69),to-read,,,,0,0
2527900,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""0300122233""","=""9780300122237""",0,Yale University Press,Hardcover,293,2008,2008,,2013/08/17,to-read,to-read (#68),to-read,,,,0,0
159760,Reviving Ophelia: Saving the Selves of Adolescent Girls,Mary Pipher,"Pipher, Mary",,"=""1594481881""","=""9781594481888""",5.0,Riverhead Trade,Paperback,293,2005,1994,,2013/08/17,,,read,,,,1,0
3860977,How We Decide,Jonah Lehrer,"Lehrer, Jonah",,"=""0618620117""","=""9780618620111""",0,Houghton Mifflin Company,Hardcover,259,2009,2009,,2013/08/17,to-read,to-read (#66),to-read,,,,0,0
11709037,You Are Not So Smart,David McRaney,"McRaney, David",,"=""1592406599""","=""9781592406593""",0,Gotham,Hardcover,302,2011,2011,,2013/08/17,to-read,to-read (#67),to-read,,,,0,0
31426,The Collected Poems,Sylvia Plath,"Plath, Sylvia",,"=""0808595040""","=""9780808595045""",0,Turtleback,Library Binding,349,1981,1981,,2013/08/17,to-read,to-read (#65),to-read,,,,0,0
1715,Metamorphoses,Ovid,"Ovid, Ovid","David Raeburn, Denis Feeney","=""014044789X""","=""9780140447897""",0,Penguin,Paperback,723,2004,8,,2013/08/17,to-read,to-read (#64),to-read,,,,0,0
15997,Paradise Lost,John Milton,"Milton, John",,"=""0140424393""","=""9780140424393""",5.0,Penguin Classics,Paperback,453,2003,1667,,2013/08/17,,,read,,,,1,0
52357,Beowulf,Unknown,"Unknown, Unknown",Seamus Heaney,"=""0393320979""","=""9780393320978""",0,W.W. Norton & Company,Paperback,259,2001,1000,,2013/08/17,to-read,to-read (#63),to-read,,,,0,0
99944,The Bhagavad Gita,Krishna-Dwaipayana Vyasa,"Vyasa, Krishna-Dwaipayana","Juan Mascaró, Simon Brodbeck","=""0140449183""","=""9780140449181""",5.0,Penguin,Paperback,160,2003,-400,,2013/08/17,,,read,,,,1,0
51933,Madness and Civilization: A History of Insanity in the Age of Reason,Michel Foucault,"Foucault, Michel",,"=""067972110X""","=""9780679721109""",0,Vintage,Paperback,299,1988,1961,,2013/08/17,to-read,to-read (#62),to-read,,,,0,0
80447,The Portable Nietzsche,Friedrich Nietzsche,"Nietzsche, Friedrich",Walter Kaufmann,"=""0140150625""","=""9780140150629""",0,Penguin Books,Paperback,692,1977,1954,,2013/08/17,to-read,to-read (#61),to-read,,,,0,0
30292,"Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",Plato,"Plato, Plato","G.M.A. Grube, John M. Cooper","=""0872206335""","=""9780872206335""",0,"Hackett Publishing Company, Inc.",Paperback,156,2002,-385,,2013/08/17,to-read,to-read (#60),to-read,,,,0,0
51985,Existentialism is a Humanism,Jean-Paul Sartre,"Sartre, Jean-Paul","Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber","=""0300115466""","=""9780300115468""",0,Yale University Press,Paperback,122,2007,1946,,2013/08/17,to-read,to-read (#59),to-read,,,,0,0
80369,Discipline and Punish: The Birth of the Prison,Michel Foucault,"Foucault, Michel",Alan Sheridan,"=""0679752552""","=""9780679752554""",0,Vintage,Paperback,333,1995,1975,,2013/08/17,to-read,to-read (#58),to-read,,,,0,0
48757,The Tao of Pooh,Benjamin Hoff,"Hoff, Benjamin",Ernest H. Shepard,"=""1405204265""","=""9781405204262""",5.0,Egmont Books,Paperback,176,2003,1982,,2013/08/17,,,read,,,,1,0
4487598,The Bonobo and the Atheist: In Search of Humanism Among the Primates,Frans de Waal,"Waal, Frans de",Jonathan        Davis,"=""0393073777""","=""9780393073775""",0,W. W. Norton & Company,Hardcover,289,2013,2013,,2013/08/17,to-read,to-read (#57),to-read,,,,0,0
31862,Discourse on Method and Meditations on First Philosophy,René Descartes,"Descartes, René",Donald A. Cress,"=""0872204200""","=""9780872204201""",0,Hackett Publishing Company,Paperback,103,1999,1637,,2013/08/17,to-read,to-read (#56),to-read,,,,0,0
10033,Being and Nothingness,Jean-Paul Sartre,"Sartre, Jean-Paul",Hazel E. Barnes,"=""0415278481""","=""9780415278485""",0,Routledge,Paperback,688,2003,1943,,2013/08/17,to-read,to-read (#55),to-read,,,,0,0
8854815,Why Does the World Exist?: An Existential Detective Story,Jim Holt,"Holt, Jim",,"=""0871404095""","=""9780871404091""",0,Liveright Publishing Corporation,Hardcover,279,2012,2011,,2013/08/17,to-read,to-read (#54),to-read,,,,0,0
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",4.0,Signet Book,Mass Market Paperback,704,1996,1943,,2013/08/17,,,read,,,,1,0
81779,The Symposium,Plato,"Plato, Plato",Christopher Gill,"=""0140449272""","=""9780140449273""",0,Penguin Books,Paperback,90,2003,-380,,2013/08/17,to-read,to-read (#53),to-read,,,,0,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",5.0,"Dover Publications, Incorporated",Paperback,129,1991,1759,,2013/08/17,,,read,,,,1,0
99951,Objectivism: The Philosophy of Ayn Rand,Leonard Peikoff,"Peikoff, Leonard",,"=""0452011019""","=""9780452011014""",0,Plume,Paperback,493,1993,1991,,2013/08/17,to-read,to-read (#52),to-read,,,,0,0
243685,A History of Western Philosophy,Bertrand Russell,"Russell, Bertrand",,"=""0671201581""","=""9780671201586""",0,Simon & Schuster,Paperback,906,1986,1945,,2013/08/17,to-read,to-read (#51),to-read,,,,0,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""""","=""""",5.0,Harper Press,Paperback,170,2005,-500,,2013/08/17,,,read,,,,1,0
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",4.0,Plume,Paperback,1168,1999,1957,,2013/08/17,,,read,,,,1,0
290882,The Upanishads,Anonymous,"Anonymous, Anonymous",Juan Mascaró,"=""""","=""""",0,Penguin,Paperback,143,1965,-500,,2013/08/17,to-read,to-read (#50),to-read,,,,0,0
639864,Autobiography of a Yogi,Paramahansa Yogananda,"Yogananda, Paramahansa",,"=""0876120834""","=""9780876120835""",4.0,Self-Realization Fellowship,Paperback,503,2000,1946,,2013/08/17,,,read,,,,1,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""""","=""""",4.0,Bantam Books,Mass Market Paperback,152,1981,1922,,2013/08/17,,,read,,,,1,0
2732513,The Revolution: A Manifesto,Ron Paul,"Paul, Ron",,"=""0446537519""","=""9780446537513""",0,Grand Central Publishing,Hardcover,173,2008,2008,,2013/08/17,to-read,to-read (#49),to-read,,,,0,0
159418,Discourse on Method,René Descartes,"Descartes, René",محمود محمد الخضيري,"=""0872204227""","=""9780872204225""",0,"Hackett Publishing Company, Inc.",Paperback,58,1998,1637,,2013/08/17,to-read,to-read (#48),to-read,,,,0,0
177523,Rights of Man,Thomas Paine,"Paine, Thomas",,"=""0543954617""","=""9780543954619""",0,Adamant Media Corporation,Paperback,229,2000,1791,,2013/08/17,to-read,to-read (#47),to-read,,,,0,0
448836,Second Treatise of Government (Hackett Classics),John Locke,"Locke, John",C.B. MacPherson,"=""0915144867""","=""9780915144860""",0,"Hackett Publishing Company (Indianapolis, IN)",Paperback,124,1980,1689,,2013/08/17,to-read,to-read (#46),to-read,,,,0,0
1609224,The Law,Frédéric Bastiat,"Bastiat, Frédéric",,"=""1933550147""","=""9781933550145""",0,Ludwig von Mises Institute,Paperback,61,2011,1849,,2013/08/17,to-read,to-read (#45),to-read,,,,0,0
81977,What Has Government Done to Our Money? and The Case for a 100 Percent Gold Dollar,Murray N. Rothbard,"Rothbard, Murray N.",,"=""0945466447""","=""9780945466444""",0,Ludwig von Mises Institute,Hardcover,191,2005,1963,,2013/08/17,to-read,to-read (#44),to-read,,,,0,0
380887,"Of Plymouth Plantation, 1620-1647",William Bradford,"Bradford, William",,"=""0075542811""","=""9780075542810""",0,McGraw-Hill Education,Paperback,416,1981,1651,,2013/08/17,to-read,to-read (#43),to-read,,,,0,0
110333,The Anti-Federalist Papers and the Constitutional Convention Debates,Ralph Louis Ketcham,"Ketcham, Ralph Louis",,"=""0451528840""","=""9780451528841""",3.0,Signet Book,Paperback,480,2003,1986,,2013/08/17,,,read,,,,1,0
285500,The Declaration of Independence / The Constitution of the United States,Founding Fathers,"Fathers, Founding",,"=""0553214829""","=""9780553214826""",5.0,Bantam Classics,Mass Market Paperback,112,1998,1776,,2013/08/17,,,read,,,,1,0
110331,The Federalist Papers,Alexander Hamilton,"Hamilton, Alexander","James Madison, John Jay, Robert G. Scigliano, Charles R. Kessler, Clinton L. Rossiter, U.S. Government, Publius","=""""","=""""",4.0,Signet Classics,Paperback,688,2003,1788,,2013/08/17,,,read,,,,1,0
364550,Two Treatises of Government,John Locke,"Locke, John",,"=""0521357306""","=""9780521357302""",4.0,Cambridge University Press,Paperback,464,1988,1689,,2013/08/17,,,read,,,,1,0
99955,"Common Sense, The Rights of Man and Other Essential Writings",Thomas Paine,"Paine, Thomas","Jack Fruchtman Jr., Sidney Hook","=""0451528891""","=""9780451528896""",5.0,Signet,Paperback,416,2003,1776,,2013/08/17,,,read,,,,1,0
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez, W.K. Marriott, Denis Daly, Μαρία Κασωτάκη","=""0937832383""","=""9780937832387""",4.0,Dante University Press,Paperback,144,2014,1513,,2013/08/17,,,read,,,,1,0
30658,Meditations on First Philosophy,René Descartes,"Descartes, René",Donald A. Cress,"=""0872201929""","=""9780872201927""",5.0,Hackett Publishing Company,Paperback,59,1993,1641,,2013/08/17,,,read,,,,1,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",0,Penguin Books,Paperback,327,1978,1883,,2013/08/17,to-read,to-read (#42),to-read,,,,0,0
30289,The Republic,Plato,"Plato, Plato",Desmond Lee,"=""0140449140""","=""9780140449143""",5.0,Penguin Classics,Paperback,416,2003,-400,,2013/08/17,,,read,,,,1,0
68013,Warped Passages: Unraveling the Mysteries of the Universe's Hidden Dimensions,Lisa Randall,"Randall, Lisa",,"=""0060531096""","=""9780060531096""",0,Ecco,Paperback,499,2006,2005,,2013/08/17,to-read,to-read (#40),to-read,,,,0,0
2161966,The Black Hole War: My Battle with Stephen Hawking to Make the World Safe for Quantum Mechanics,Leonard Susskind,"Susskind, Leonard",,"=""0316016403""","=""9780316016407""",0,"Little, Brown and Company",Hardcover,480,2008,2008,,2013/08/17,to-read,to-read (#41),to-read,,,,0,0
6779,"Six Not So Easy Pieces: Einstein's Relativity, Symmetry, and Space-Time",Richard P. Feynman,"Feynman, Richard P.",Roger Penrose,"=""0465023932""","=""9780465023936""",0,Basic Books,Paperback,184,2005,1963,,2013/08/17,to-read,to-read (#39),to-read,,,,0,0
2095,The Universe in a Nutshell,Stephen W. Hawking,"Hawking, Stephen W.",,"=""055380202X""","=""9780553802023""",0,Bantam,Hardcover,216,2001,2001,,2013/08/17,to-read,to-read (#38),to-read,,,,0,0
513367,In Search of Schrödinger's Cat: Quantum Physics and Reality,John Gribbin,"Gribbin, John",,"=""0553341030""","=""9780553342536""",0,Bantam,Paperback,320,1984,1984,,2013/08/17,to-read,to-read (#37),to-read,,,,0,0
22435,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,"Greene, Brian",,"=""0965900584""","=""9780965900584""",3.0,Alfred Knopf,Paperback,569,2004,2004,,2013/08/17,,,read,,,,1,0
15852,Relativity: The Special and the General Theory,Albert Einstein,"Einstein, Albert",Nigel Calder,"=""0143039822""","=""9780143039822""",0,Penguin Classics,Paperback,130,2006,1916,,2013/08/17,to-read,to-read (#36),to-read,,,,0,0
5553,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,Richard P. Feynman,"Feynman, Richard P.",Paul C.W. Davies,"=""0465023924""","=""9780465023929""",5.0,Basic Books,Paperback,138,1995,1994,,2013/08/17,,,read,,,,1,0
5552,QED: The Strange Theory of Light and Matter,Richard P. Feynman,"Feynman, Richard P.",,"=""0691024170""","=""9780691024172""",0,Princeton University Press,Paperback,176,1988,1985,,2013/08/17,to-read,to-read (#35),to-read,,,,0,0
